,GRDC_6335117,GRDC_6335125,GRDC_6342660,GRDC_6342670,GRDC_6342675
2020-05-30,0.13,0.37,0.38,,
2020-05-31,0.12,0.35,0.36,,
2020-06-01,0.12,0.34,0.35,,
2020-06-02,0.12,0.33,0.34,,
2020-06-03,0.12,0.34,0.35,,
2020-06-04,0.17,0.44,0.35,,
2020-06-05,0.21,0.65,0.36,,
2020-06-06,0.28,0.94,0.38,,
2020-06-07,0.19,1.14,0.57,,
2020-06-08,0.15,0.67,0.47,,
2020-06-09,0.14,0.57,0.48,,
2020-06-10,0.14,0.58,0.53,,
2020-06-11,0.14,0.56,0.87,,
2020-06-12,0.14,0.5,0.72,,
2020-06-13,0.13,0.45,0.54,,
2020-06-14,0.12,0.43,0.58,,
2020-06-15,0.14,0.43,3.14,,
2020-06-16,0.14,0.43,3.48,,
2020-06-17,0.2,0.87,1.34,,
2020-06-18,0.26,0.96,0.86,,
2020-06-19,0.15,0.6,1.09,,
2020-06-20,0.13,0.57,1.0,,
2020-06-21,0.12,0.49,0.79,,
2020-06-22,0.11,0.44,0.63,,
2020-06-23,0.11,0.41,0.56,,
2020-06-24,0.1,0.39,0.5,,
2020-06-25,0.1,0.37,0.48,,
2020-06-26,0.11,0.36,0.47,,
2020-06-27,0.14,0.39,1.54,,
2020-06-28,0.1,0.47,0.67,,
2020-06-29,0.14,0.49,1.51,,
2020-06-30,0.14,0.43,1.5,,
2020-07-01,0.1,0.38,0.85,,
2020-07-02,0.09,0.74,1.03,,
2020-07-03,0.09,0.61,3.9,,
2020-07-04,0.09,0.45,1.33,,
2020-07-05,0.08,0.4,0.86,,
2020-07-06,0.08,0.46,0.71,,
2020-07-07,0.08,0.42,0.62,,
2020-07-08,0.09,0.37,0.55,,
2020-07-09,0.1,0.35,0.51,,
2020-07-10,0.08,0.32,0.55,,
2020-07-11,0.08,0.31,1.28,,
2020-07-12,0.08,0.3,1.94,,
2020-07-13,0.08,0.29,1.04,,
2020-07-14,0.09,0.28,0.75,,
2020-07-15,0.17,0.32,0.67,,
2020-07-16,0.16,0.4,0.67,,
2020-07-17,0.12,0.59,0.77,,
2020-07-18,0.1,0.45,0.71,,
2020-07-19,0.08,0.37,0.65,,
2020-07-20,0.08,0.33,0.6,,
2020-07-21,0.08,0.31,0.53,,
2020-07-22,0.08,0.31,0.54,,
2020-07-23,0.08,0.27,0.52,,
2020-07-24,0.08,0.26,0.54,,
2020-07-25,0.08,0.25,0.52,,
2020-07-26,0.08,0.26,0.63,,
2020-07-27,0.09,0.36,0.62,,
2020-07-28,0.08,0.29,0.52,,
2020-07-29,0.08,0.27,0.61,,
2020-07-30,0.08,0.24,0.47,,
2020-07-31,0.08,0.23,0.52,,
2020-08-01,0.07,0.23,0.6,,
2020-08-02,0.08,0.34,0.68,,
2020-08-03,0.07,0.43,0.79,,
2020-08-04,0.1,1.09,7.44,,
2020-08-05,0.08,0.5,7.02,,
2020-08-06,0.08,0.38,1.8,,
2020-08-07,0.07,0.34,1.14,,
2020-08-08,0.08,0.31,0.87,,
2020-08-09,0.07,0.28,0.7,,
2020-08-10,0.07,0.26,0.64,,
2020-08-11,0.07,0.25,0.57,,
2020-08-12,0.24,0.31,0.52,,
2020-08-13,0.22,0.3,0.48,,
2020-08-14,0.09,0.37,0.46,,
2020-08-15,0.09,0.37,0.44,,
2020-08-16,0.08,0.29,0.43,,
2020-08-17,0.08,0.55,0.41,,
2020-08-18,0.08,0.42,0.4,,
2020-08-19,0.07,0.31,0.4,,
2020-08-20,0.07,0.28,0.38,,
2020-08-21,0.07,0.26,0.36,,
2020-08-22,0.12,0.25,0.37,,
2020-08-23,0.11,0.25,0.38,,
2020-08-24,0.07,0.23,0.38,,
2020-08-25,0.07,0.23,0.38,,
2020-08-26,0.06,0.24,0.36,,
2020-08-27,0.06,0.21,0.36,,
2020-08-28,0.07,0.31,0.45,,
2020-08-29,0.07,0.4,0.6,,
2020-08-30,0.08,0.63,0.54,,
2020-08-31,0.08,1.08,0.43,,
2020-09-01,0.12,0.82,0.46,,
2020-09-02,0.07,0.58,0.45,,
2020-09-03,0.07,0.47,0.44,,
2020-09-04,0.08,0.4,0.43,,
2020-09-05,0.08,0.37,0.43,,
2020-09-06,0.08,0.34,0.48,,
2020-09-07,0.08,0.31,0.45,,
2020-09-08,0.08,0.3,0.43,,
2020-09-09,0.08,0.3,0.42,,
2020-09-10,0.07,0.28,0.41,,
2020-09-11,0.08,0.27,0.41,,
2020-09-12,0.08,0.27,0.41,,
2020-09-13,0.07,0.26,0.4,,
2020-09-14,0.07,0.25,0.39,,
2020-09-15,0.07,0.25,0.39,,
2020-09-16,0.07,0.26,0.39,,
2020-09-17,0.13,0.25,0.39,,
2020-09-18,0.08,0.24,0.39,,
2020-09-19,0.08,0.27,0.39,,
2020-09-20,0.07,0.24,0.39,,
2020-09-21,0.07,0.23,0.4,,
2020-09-22,0.07,0.24,0.39,,
2020-09-23,0.07,0.34,0.41,,
2020-09-24,0.07,0.35,0.42,,
2020-09-25,0.1,0.73,0.69,,
2020-09-26,0.1,1.77,0.77,,
2020-09-27,0.25,2.16,0.56,,
2020-09-28,0.15,1.08,0.53,,
2020-09-29,0.09,0.83,0.49,,
2020-09-30,0.08,0.71,0.47,,
2020-10-01,0.09,0.62,0.45,,
2020-10-02,0.09,0.58,0.45,,
2020-10-03,0.08,0.61,0.44,,
2020-10-04,0.11,0.61,0.45,,
2020-10-05,0.1,0.56,0.46,,
2020-10-06,0.16,0.78,0.45,,
2020-10-07,0.2,2.17,0.66,,
2020-10-08,0.12,2.06,0.54,,
2020-10-09,0.1,1.37,0.49,,
2020-10-10,0.15,1.53,0.53,,
2020-10-11,0.12,1.44,0.5,,
2020-10-12,0.09,1.19,0.53,,
2020-10-13,0.09,1.04,0.53,,
2020-10-14,0.1,0.9,0.51,,
2020-10-15,0.11,0.83,0.5,,
2020-10-16,0.13,0.9,0.67,,
2020-10-17,0.1,0.82,0.78,,
2020-10-18,0.1,0.74,0.68,,
2020-10-19,0.1,0.69,0.61,,
2020-10-20,0.1,0.66,0.54,,
2020-10-21,0.1,0.61,0.53,,
2020-10-22,0.09,0.59,0.51,,
2020-10-23,0.09,0.71,0.49,,
2020-10-24,0.11,0.92,0.66,,
2020-10-25,0.09,0.73,0.81,,
2020-10-26,0.14,1.11,0.69,,
2020-10-27,0.13,1.08,0.95,,
2020-10-28,0.1,0.95,1.07,,
2020-10-29,0.19,1.67,0.94,,
2020-10-30,0.29,2.02,1.64,,
2020-10-31,0.19,1.59,1.28,,
2020-11-01,0.14,,0.97,,
2020-11-02,0.15,,0.86,,
2020-11-03,0.12,,0.79,,
2020-11-04,0.13,,0.91,,
2020-11-05,0.13,,0.86,,
2020-11-06,0.11,,0.77,,
2020-11-07,0.11,,0.66,,
2020-11-08,0.11,,0.65,,
2020-11-09,0.15,,0.59,,
2020-11-10,0.12,,0.61,,
2020-11-11,0.12,,0.56,,
2020-11-12,0.12,,0.53,,
2020-11-13,0.12,,0.53,,
2020-11-14,0.12,,0.54,,
2020-11-15,0.12,,0.49,,
2020-11-16,0.22,,0.53,,
2020-11-17,0.17,,0.56,,
2020-11-18,0.11,,0.49,,
2020-11-19,0.09,,0.53,,
2020-11-20,0.1,,0.49,,
2020-11-21,0.09,,0.49,,
2020-11-22,0.09,,0.5,,
2020-11-23,0.09,,0.53,,
2020-11-24,0.1,,0.48,,
2020-11-25,0.1,,0.45,,
2020-11-26,0.1,,0.48,,
2020-11-27,0.1,,0.46,,
2020-11-28,0.09,,0.48,,
2020-11-29,0.09,,0.46,,
2020-11-30,0.09,,0.47,,
2020-12-01,0.11,,0.5,,
2020-12-02,0.13,,0.49,,
2020-12-03,0.12,,0.44,,
2020-12-04,0.13,,0.47,,
2020-12-05,0.16,,0.48,,
2020-12-06,0.14,,0.49,,
2020-12-07,0.16,,0.48,,
2020-12-08,0.13,,0.47,,
2020-12-09,0.12,,0.49,,
2020-12-10,0.12,,0.48,,
2020-12-11,0.12,,0.51,,
2020-12-12,0.13,,0.51,,
2020-12-13,0.13,,0.52,,
2020-12-14,0.12,,0.59,,
2020-12-15,0.13,,0.61,,
2020-12-16,0.17,,0.59,,
2020-12-17,0.14,,0.56,,
2020-12-18,0.13,,0.53,,
2020-12-19,0.12,,0.53,,
2020-12-20,0.13,,0.54,,
2020-12-21,0.14,,0.52,,
2020-12-22,0.19,,0.64,,
2020-12-23,0.51,,0.66,,
2020-12-24,0.65,,1.12,,
2020-12-25,0.7,,1.4,,
2020-12-26,0.45,,1.31,,
2020-12-27,0.35,,1.12,,
2020-12-28,0.8,,1.08,,
2020-12-29,0.81,,0.91,,
2020-12-30,0.63,,0.83,,
2020-12-31,0.52,,0.76,,
